Repository,File Name,Class,Start Line,End Line,Displacement,Level
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,arguments,A2
,admin,objectLiteral,A1
,admin,arrayLiteral,A1
,admin,objectLiteral,A1
,admin,arrayLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,arguments,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,arguments,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,filter,A2
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,objectLiteral,A1
,admin,arguments,A2
,admin,varModifier,A1
,admin,objectLiteral,A1
,admin,varModifier,A1
,admin,arguments,A2
,admin,objectLiteral,A1
,admin,anonymousFunction,A1
,admin,arrowFunctionParameters,A1
,admin,formalParameterList,A1
,admin,ifStatement,A1
,admin,returnStatement,A1
,admin,returnStatement,A1
